,text,scores,boxes,centroid,source,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link
633,bale jayaniti,0.9972402453422546,"[[472.0, 126.0], [582.0, 126.0], [582.0, 146.0], [472.0, 146.0]]",POINT (527 136),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?",-6.915029,106.9379364,Bale Jayaniti,Aula serbaguna,Telepon: 0811-8888-8589 ,"Alamat: Jl. Babakan Jampang, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",Situs Web: balejayaniti.com ,,6 hari lalu,3 bintang,"https://www.google.com/maps/place/Bale+Jayaniti/@-6.9154211,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684933d7e25367:0x451db3d016cb8cb8!8m2!3d-6.915029!4d106.9379364!16s%2Fg%2F11t3fl_ggl?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
634,anit,0.9971719980239868,"[[1484.0, 159.0], [1522.0, 159.0], [1522.0, 175.0], [1484.0, 175.0]]",POINT (1503 167),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?",,,,,,,,,,,
635,toko abang risan,0.9841793179512024,"[[1512.0, 199.0], [1654.0, 201.0], [1654.0, 223.0], [1512.0, 221.0]]",POINT (1583 211),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?",-6.915129,106.9393757,Toko Abang Risan,Toko Swalayan,,"Alamat: 3WMQ+WQR, Jl. Samsi, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Toko+Abang+Risan/@-6.9154211,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68491fd63dc88f:0xd48a444911001d8b!8m2!3d-6.915129!4d106.9393757!16s%2Fg%2F11h3jh2dml?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
636,hair &beauty,0.9639189839363098,"[[1768.0, 201.0], [1858.0, 201.0], [1858.0, 215.0], [1768.0, 215.0]]",POINT (1813 208),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?",-6.9150948,106.9396898,Hidayah Salon Hair & Beauty,Salon Rambut,Telepon: 0895-0336-4951 ,"Alamat: Jalan R.A Kosasih RT 1 RW 10 No 42, Gang Samsitirta, Cisarua, Cikole, Cisarua, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43115 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Hidayah+Salon+Hair+%26+Beauty/@-6.9154211,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484ba52dfc4b:0xb3224ea8670fcd3f!8m2!3d-6.9150948!4d106.9396898!16s%2Fg%2F11f08f08b3?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
637,dapoer buyan o,0.9656468629837036,"[[766.0, 415.0], [888.0, 412.0], [888.0, 434.0], [766.0, 437.0]]",POINT (827 424.5),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?",-6.9154106,106.9383462,Dapoer Buyan,Dapur Umum,Telepon: 0856-5949-7597 ,"Alamat: Jl. Jayaniti Jl. Babakan Jampang, RT.03/RW.10, Cisarua, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43115 ",,Makanannya mantaff tempatnya nyaman hidden gem d smi 👍🏻👍🏻 …,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Dapoer+Buyan/@-6.9154211,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849c26f735d63:0x23aedda57d21b0e9!8m2!3d-6.9154106!4d106.9383462!16s%2Fg%2F11tfh9zy5v?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
638,wisnu layangan adu,0.9785411357879639,"[[192.0, 714.0], [344.0, 714.0], [344.0, 734.0], [192.0, 734.0]]",POINT (268 724),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?",-6.9158099,106.9376215,Wisnu layangan adu,Toko umum,,"Alamat: 3WMQ+P5C, Jl. Siliwangi Jl. Jayaniti, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,👍👍 …,setahun lalu,5 bintang,"https://www.google.com/maps/place/Wisnu+layangan+adu/@-6.9158098,106.9372997,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68495c46ea0c41:0xf07353ea71a3f1c3!8m2!3d-6.9158099!4d106.9376215!16s%2Fg%2F11vl2vwz53?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
639,campernik's..,0.9406921863555908,"[[994.0, 728.0], [1102.0, 728.0], [1102.0, 747.0], [994.0, 747.0]]",POINT (1048 737.5),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?",-6.9158157,106.9384955,RAJUTAN CAMPERNIK'S SUKABUMI,Toko Kerajinan Tangan,Telepon: 0857-2340-1718 ,"Alamat: Jl. Jayaniti No.15, RT.03/RW.10, Cisarua, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43115 ",,Sae pisan rajutan nya,setahun lalu,5 bintang,"https://www.google.com/maps/place/RAJUTAN+CAMPERNIK'S+SUKABUMI/@-6.9154211,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849541b84b5f3:0xd35d1b58127d9c67!8m2!3d-6.9158157!4d106.9384955!16s%2Fg%2F11ks031sf9?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
640,saung tahsin pogoriders,0.983585774898529,"[[1458.0, 845.0], [1644.0, 845.0], [1644.0, 865.0], [1458.0, 865.0]]",POINT (1551 855),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?",-6.9160228,106.9392105,Saung Tahsin Pogoriders,Tempat Ibadah,Telepon: 0821-1360-4436 ,"Alamat: 3WMQ+HMW, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,Mainkan & Berdoa,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Saung+Tahsin+Pogoriders/@-6.9154211,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849b0ed9398ff:0x55ecf5c9ff0ec54d!8m2!3d-6.9160228!4d106.9392105!16s%2Fg%2F11p64zyh_2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
641,trifthingbyain.id/,0.9929749369621277,"[[1698.0, 149.0], [1810.0, 149.0], [1810.0, 171.0], [1698.0, 171.0]]",POINT (1754 160),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?",-6.913884,106.9396236,Trifthingbyain.id / RUMAH PAK IWAN,Toko Pakaian Wanita,,"Alamat: 3WPQ+CRX, Perana, Jl. Babakan Jampang, RT.2/RW.10, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,⭐⭐⭐⭐⭐⭐,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Trifthingbyain.id+%2F+RUMAH+PAK+IWAN/@-6.9142295,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68494945f3ae07:0x78405d399e354761!8m2!3d-6.913884!4d106.9396236!16s%2Fg%2F11qbj085pf?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
642,catenzoo pulsa,0.9778605103492737,"[[1600.0, 514.0], [1708.0, 512.0], [1708.0, 534.0], [1600.0, 536.0]]",POINT (1654 524),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?",-6.9143516,106.9394749,Catenzoo Pulsa,Toko,Telepon: 0857-9340-5555 ,"Alamat: Jl. Samsi, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,setahun lalu,5 bintang,"https://www.google.com/maps/place/Catenzoo+Pulsa/@-6.9142295,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484cad5614eb:0x82ea386aa4571129!8m2!3d-6.9143516!4d106.9394749!16s%2Fg%2F11bxfvf5mt?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
643,ama ras,0.998931348323822,"[[1236.0, 530.0], [1298.0, 530.0], [1298.0, 544.0], [1236.0, 544.0]]",POINT (1267 537),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?",-6.9143969,106.9389858,Galatama RAS,Toko umum,,"Alamat: 3WPQ+6HX, Jl. Babakan Jampang, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,,,"https://www.google.com/maps/place/Galatama+RAS/@-6.9142295,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684900010c739f:0x2fa548140af91190!8m2!3d-6.9143969!4d106.9389858!16s%2Fg%2F11y4lt11xh?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
644,masjid jan,0.9867217540740967,"[[1818.0, 640.0], [1918.0, 640.0], [1918.0, 668.0], [1818.0, 668.0]]",POINT (1868 654),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?",-6.9145243,106.9396261,Masjid Jami Al-Birri,Masjid,Telepon: 0877-7778-3276 ,"Alamat: Jalan R.A Kosasih, Gg. Samsitirta Jl. Babakan Jampang, RT.1/RW.10, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,7 bulan lalu,5 bintang,"https://www.google.com/maps/place/Masjid+Jami+Al-Birri/@-6.9142295,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484b0821c901:0x39c0713a9ec4bc79!8m2!3d-6.9145243!4d106.9396261!16s%2Fg%2F11fy98_wf6?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
645,o warung rima,0.9419552087783813,"[[1082.0, 829.0], [1196.0, 829.0], [1196.0, 851.0], [1082.0, 851.0]]",POINT (1139 840),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?",-6.9147726,106.9386336,Warung Rima,Toko,Telepon: 0858-6351-5001 ,"Alamat: Jl. Babakan Jampang, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,Bagus,setahun lalu,5 bintang,"https://www.google.com/maps/place/Warung+Rima/@-6.9142295,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849bf332bccc5:0xac078ca6823a6c6b!8m2!3d-6.9147726!4d106.9386336!16s%2Fg%2F11svpcblfy?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
646,hotel   rekomendasi aktivitas,0.9592319130897522,"[[610.0, 28.0], [868.0, 28.0], [868.0, 48.0], [610.0, 48.0]]",POINT (739 38),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?",,,,,,,,,,,
647,prana estate o,0.9484068751335144,"[[1357.0, 64.0], [1467.0, 57.0], [1469.0, 85.0], [1359.0, 92.0]]",POINT (1413 74.5),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?",-6.91256,106.9391195,Prana Estate,Komplek perumahan,,"Alamat: 3WPQ+XJH, Jl. Perana, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,3 hari lalu,5 bintang,"https://www.google.com/maps/place/Prana+Estate/@-6.9130379,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849b4d69e1add:0xd56248eee45d9c32!8m2!3d-6.91256!4d106.9391195!16s%2Fg%2F11ggjzn8kq?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
648,pondok es nsat ust..,0.7059969902038574,"[[1551.0, 143.0], [1736.0, 148.0], [1735.0, 182.0], [1550.0, 177.0]]",POINT (1643 162.5),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?",-6.9126765,106.9392714,Pondok Pesantren Ar-Raudhoh Pusat (Ust Zamzam),Sekolah,Telepon: 0878-0206-8788 ,"Alamat: 3WPQ+WPC, Jl. Perana, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Pondok+Pesantren+Ar-Raudhoh+Pusat+(Ust+Zamzam)/@-6.9130379,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849de083eb94b:0x6fc1190a54582336!8m2!3d-6.9126765!4d106.9392714!16s%2Fg%2F11h40y1zjv?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
649,mekost prana,0.9419939517974854,"[[780.0, 217.0], [914.0, 213.0], [914.0, 235.0], [780.0, 239.0]]",POINT (847 226),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?",-6.912756,106.9383672,MEKOST PRANA,Hotel,Telepon: 0821-1188-2128 ,"Alamat: Jalan Prana No.18, Cisarua, Cikole, Sukabumi City, West Java 43115 ",,"kost an aman nyaman full fasilitas dan strategis 😉 kuyy ngekost di ""Me Kost Prana"" ajaaa …",3 tahun lalu,5 bintang,"https://www.google.com/maps/place/MEKOST+PRANA/@-6.9130379,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68498994dc31e1:0xd8df2de11111baa5!8m2!3d-6.912756!4d106.9383672!16s%2Fg%2F11mtj8n2fl?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
650,"(permen jahe, jahe.",0.9881767630577087,"[[832.0, 419.0], [962.0, 419.0], [962.0, 439.0], [832.0, 439.0]]",POINT (897 429),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?",-6.9130212,106.9384907,"ANUGRAH ALAM (Permen Jahe, Jahe Merah Susu Kambing dan Syrup Caramel",Pemasok Produk Makanan,Telepon: 0812-9115-4135 ,"Alamat: Jl. Prana No.44, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,Terimakasih sudah berkenan menjadi relasi bisnis dari tahun 2013... Semoga sukses dan berkah selalu..,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/ANUGRAH+ALAM+(Permen+Jahe,+Jahe+Merah+Susu+Kambing+dan+Syrup+Caramel/@-6.9130379,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849ba6462033f:0x6fca92e70dd8a25e!8m2!3d-6.9130212!4d106.9384907!16s%2Fg%2F11lrmtnl28?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
651,kedai candy o,0.9752436280250549,"[[1570.0, 486.0], [1688.0, 486.0], [1688.0, 508.0], [1570.0, 508.0]]",POINT (1629 497),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?",-6.9130825,106.9393402,KEDAI CANDY,Dapur Umum,,"Alamat: 3WPQ+QQ3, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,,,,"https://www.google.com/maps/place/KEDAI+CANDY/@-6.9130379,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849006fc2b323:0xda69e4677c9da6c6!8m2!3d-6.9130825!4d106.9393402!16s%2Fg%2F11vq_zfl99?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
652,faza store,0.9655996561050415,"[[1592.0, 548.0], [1688.0, 548.0], [1688.0, 568.0], [1592.0, 568.0]]",POINT (1640 558),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?",-6.913143,106.9393031,Faza store,Toko,,"Alamat: 3WPQ+QQ3, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,,,,"https://www.google.com/maps/place/Faza+store/@-6.9130379,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68493b57906cab:0x6292562c047c1db!8m2!3d-6.913143!4d106.9393031!16s%2Fg%2F11vkfbdp2w?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
653,o bismika interior,0.940406084060669,"[[410.0, 714.0], [536.0, 714.0], [536.0, 736.0], [410.0, 736.0]]",POINT (473 725),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?",-6.9134264,106.9377356,Bismika Interior,Desainer interior,Telepon: 0857-2222-0165 ,"Alamat: Jl. Perana No.15, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Amanah dan terpercaya,setahun lalu,5 bintang,"https://www.google.com/maps/place/Bismika+Interior/@-6.9134264,106.9374137,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484ae95ebca1:0x7f37ef4d047f4ad2!8m2!3d-6.9134264!4d106.9377356!16s%2Fg%2F11s5hhzfcj?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
654,o cv. bismika mapan jaya,0.9828200340270996,"[[400.0, 817.0], [586.0, 817.0], [586.0, 843.0], [400.0, 843.0]]",POINT (493 830),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?",-6.9135664,106.9377241,Cv. Bismika Mapan Jaya,Kantor Perusahaan,Telepon: 0857-2222-0165 ,"Alamat: Jl. Perana, Cisarua, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43115 ",Situs Web: bismikainterior.co.id ,"Kreatif,inopatif top n Keren 👍 …",setahun lalu,5 bintang,"https://www.google.com/maps/place/Cv.+Bismika+Mapan+Jaya/@-6.9135665,106.9374023,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849d27049d69b:0x9d9c15c0f74bac34!8m2!3d-6.9135664!4d106.9377241!16s%2Fg%2F11g0hbplpm?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
655,masakan bum,0.9761423468589783,"[[1818.0, 157.0], [1918.0, 157.0], [1918.0, 177.0], [1818.0, 177.0]]",POINT (1868 167),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9115107,106.9395861,MASAKAN BUMI RAOS - Menerima Pesanan Tumpeng dan Nasi Box,Restoran Sunda,Telepon: 0857-2399-3997 ,"Alamat: Komplek, Jl. Perana No.1 Blok C7, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,Masakannya enak banget pokok nya harganya terjangkau pokok nya rekomen sih wajib beli lagi,setahun lalu,5 bintang,"https://www.google.com/maps/place/MASAKAN+BUMI+RAOS+-+Menerima+Pesanan+Tumpeng+dan+Nasi+Box/@-6.9118463,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68498032ad78e7:0x8bdb1674e300bf93!8m2!3d-6.9115107!4d106.9395861!16s%2Fg%2F11ssdsnrmv?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
656,kompleks prana-o,0.9289271235466003,"[[1549.0, 201.0], [1698.0, 208.0], [1697.0, 230.0], [1548.0, 223.0]]",POINT (1623 215.5),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9115653,106.9394371,KOMPLEKS PRANA ESTATE C2/6,Komplek perumahan,,"Alamat: 3WQQ+9QF, Jl. Perana, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,,,"https://www.google.com/maps/place/KOMPLEKS+PRANA+ESTATE+C2%2F6/@-6.9118463,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849004575ab15:0x6d6b8551c3b04d66!8m2!3d-6.9115653!4d106.9394371!16s%2Fg%2F11w3hcq8tv?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
657,car and logistic carg,0.9779040813446045,"[[1548.0, 369.0], [1684.0, 369.0], [1684.0, 383.0], [1548.0, 383.0]]",POINT (1616 376),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9117585,106.9394632,Barokah Transport Rent Car and Logistic Cargo,Agen Sewa Mobil,Telepon: 0896-1461-7352 ,"Alamat: 3WQQ+7QW, Jl. Siliwangi, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Terpercaya. Bisa di andalkan,setahun lalu,5 bintang,"https://www.google.com/maps/place/Barokah+Transport+Rent+Car+and+Logistic+Cargo/@-6.9118463,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849abde8a5287:0x71bc3dc880059066!8m2!3d-6.9117585!4d106.9394632!16s%2Fg%2F11v41fb2r5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
658,kedai uncle,0.9928484559059143,"[[1818.0, 492.0], [1908.0, 492.0], [1908.0, 512.0], [1818.0, 512.0]]",POINT (1863 502),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9119392,106.9396048,Kedai Uncle,Toko Minuman Bersoda,Telepon: 0858-6091-0500 ,"Alamat: Jl. Prana Estate, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,,,"https://www.google.com/maps/place/Kedai+Uncle/@-6.9118463,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849dcb05fcd4b:0x362806afea6df601!8m2!3d-6.9119392!4d106.9396048!16s%2Fg%2F11w9xxsvs6?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
659,rumah oktarian,0.9623669385910034,"[[681.0, 548.0], [812.0, 554.0], [811.0, 576.0], [680.0, 570.0]]",POINT (746 562),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9120152,106.938098,Rumah Oktarian,Toko,,"Alamat: Blok A4, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Rumah+Oktarian/@-6.9118463,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68490054f5472b:0x8f95a548cff64762!8m2!3d-6.9120152!4d106.938098!16s%2Fg%2F11vsj5bhfl?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
660,abu ukkaasyah parfum,0.905951976776123,"[[168.0, 600.0], [350.0, 596.0], [350.0, 622.0], [168.0, 626.0]]",POINT (259 611),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9120892,106.9374156,Abu Ukkaasyah Parfum,Toko Parfum,Telepon: 0811-114-810 ,"Alamat: Perum Prana Blok A4 no 09, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Mendarat dengan sempurna,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Abu+Ukkaasyah+Parfum/@-6.9120893,106.9370938,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849a839d7e575:0xeb06aaf027137769!8m2!3d-6.9120892!4d106.9374156!16s%2Fg%2F11j8hgzm7d?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
662,o sundara catering,0.9732428789138794,"[[470.0, 610.0], [608.0, 610.0], [608.0, 630.0], [470.0, 630.0]]",POINT (539 620),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.912096,106.9378128,Sundara Catering,Pemasok makanan dan minuman katering,Telepon: 0858-6375-4667 ,"Alamat: Prana Estate, Blk. A4 No.Kav. 1-3, Cikole, Sukabumi Regency, West Java 43113 ",,Fasilitas memuaskan,setahun lalu,5 bintang,"https://www.google.com/maps/place/Sundara+Catering/@-6.912096,106.9374911,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68490d096da8eb:0xac207056d8c59619!8m2!3d-6.912096!4d106.9378128!16s%2Fg%2F11j36jwxys?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
663,butik teh rina,0.9762935042381287,"[[1152.0, 627.0], [1279.0, 639.0], [1276.0, 667.0], [1149.0, 655.0]]",POINT (1214 647),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9121396,106.9388655,Butik Teh Rina,Toko Pakaian Wanita,Telepon: 0898-1888-593 ,"Alamat: Prana Estate, Blk. C3 - C4 No.6, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,setahun lalu,5 bintang,"https://www.google.com/maps/place/Butik+Teh+Rina/@-6.9118463,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849064d1ab041:0x970670cded13cce2!8m2!3d-6.9121396!4d106.9388655!16s%2Fg%2F11ry1ytr36?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
664,pemancingan abah o,0.9360615611076355,"[[910.0, 672.0], [1064.0, 672.0], [1064.0, 696.0], [910.0, 696.0]]",POINT (987 684),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9122199,106.9385697,Pemancingan Abah,Kedai Kopi,,"Alamat: 3WQQ+4C8, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,,,"https://www.google.com/maps/place/Pemancingan+Abah/@-6.9118463,106.9384583,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68490013dec86d:0xb01af9130bea9f82!8m2!3d-6.9122199!4d106.9385697!16s%2Fg%2F11w1wclw3w?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
665,o toko nay,0.972084641456604,"[[169.0, 737.0], [259.0, 744.0], [257.0, 766.0], [167.0, 759.0]]",POINT (213 751.5),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9122723,106.9374112,Toko Nay,,,"Alamat: Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,,,,"https://www.google.com/maps/place/Toko+Nay/@-6.9122724,106.9370895,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484aca1ecabb:0xbb381abd6a85fc52!8m2!3d-6.9122723!4d106.9374112!16s%2Fg%2F11ty539g21?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
666,imah dinas,0.9173682928085327,"[[434.0, 763.0], [504.0, 763.0], [504.0, 783.0], [434.0, 783.0]]",POINT (469 773),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.9123068,106.9377111,Rumah Dinas Didiet Prana,Perumahan dinas polisi,Telepon: 0811-1114-052 ,"Alamat: Perum Prana Estate Blok A4 No. 3, RW.4, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Rumah+Dinas+Didiet+Prana/@-6.9123067,106.9373892,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849d8e6273fa7:0xf32a699ca2c81bf6!8m2!3d-6.9123068!4d106.9377111!16s%2Fg%2F11vt7zyn0l?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
667,ragem,0.997513473033905,"[[180.0, 789.0], [218.0, 789.0], [218.0, 803.0], [180.0, 803.0]]",POINT (199 796),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?",-6.91231,106.9372598,Keke Terapi Ceragem,Kantor Perusahaan,Telepon: 0821-2595-5775 ,"Alamat: 3WQP+3WC, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Keke+Terapi+Ceragem/@-6.9123273,106.9369426,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684975c513524f:0xcb4a4827b6e15b5!8m2!3d-6.91231!4d106.9372598!16s%2Fg%2F11fsj1r8hg?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
668,transportasi umum ),0.978680431842804,"[[996.0, 28.0], [1172.0, 28.0], [1172.0, 48.0], [996.0, 48.0]]",POINT (1084 38),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?",,,,,,,,,,,
